413;Другие города региона;Другие города региона
414;Универсальное;Универсальное
445;Другие города региона;Другие города региона
446;Универсальное;Универсальное
477;Другие города региона;Другие города региона
478;Универсальное;Универсальное
509;Другие города региона;Другие города региона
510;Универсальное;Универсальное
541;Другие города региона;Другие города региона
542;Универсальное;Универсальное
573;Другие города региона;Другие города региона
574;Универсальное;Универсальное
605;Прочее;Прочее
606;Универсальное;Универсальное
637;Прочее;Прочее
638;Универсальное;Универсальное
669;Прочее;Прочее
670;Универсальное;Универсальное
701;Прочее;Прочее
702;Универсальное;Универсальное
733;Прочее;Прочее
734;Универсальное;Универсальное
765;Прочее;Прочее
766;Универсальное;Универсальное
797;Прочее;Прочее
798;Универсальное;Универсальное
829;Прочее;Прочее
830;Универсальное;Универсальное
861;Прочее;Прочее
862;Универсальное;Универсальное
893;Прочее;Прочее
894;Универсальное;Универсальное
925;Прочее;Прочее
926;Универсальное;Универсальное
957;Прочее;Прочее
958;Универсальное;Универсальное
959;Севастополь;Севастополь
960;Запорожье;Запорожье
961;Хмельницкий;Хмельницкий
962;Херсон;Херсон
963;Винница;Винница
964;Полтава;Полтава
965;Сумы;Сумы
966;Чернигов;Чернигов
967;Обнинск;Обнинске
968;Череповец;Череповце
969;Выборг;Выборге
970;Новороссийск;Новороссийске
971;Таганрог;Таганроге
972;Дзержинск;Дзержинске
973;Сургут;Сургуте
974;Находка;Находке
975;Бийск;Бийске
976;Братск;Братске
977;Республика Крым;Республика Крым
978;Прочее;Прочее
979;Универсальное;Универсальное
980;Страны Балтии;Страны Балтии
981;Прочее;Прочее
982;Универсальное;Универсальное
983;Турция;Турция
994;Индия;Индия
995;Таиланд;Таиланд
1004;Ближний Восток;Ближний Восток
1048;Прочее;Прочее
1049;Универсальное;Универсальное
1054;Прочее;Прочее
1055;Универсальное;Универсальное
1056;Египет;Египет
1058;Туапсе;Туапсе
1091;Нижневартовск;Нижневартовске
1092;Назрань;Назрани
1093;Майкоп;Майкопе
1094;Элиста;Элисте
1095;Абакан;Абакан
1104;Черкесск;Черкесске
1106;Грозный;Грозном
1107;Анапа;Анапа
1161;Свольвер;Свольвер
2214;Оре;Оре
2215;Орескутан;Орескутан
2824;Леви;Леви
3016;Скапа;Скапа
3958;Уэксфорд;Уэксфорд
109561;Солсбери;Солсбери
109560;Рочдейл;Рочдейл
3979;Графство Донегол;Графство Донегол
4048;Вестманнаэйяр;Вестманнаэйяр
4063;Акурейри;Акурейри
4065;Гримси;Гримси
4090;Сэйдисфьордур;Сэйдисфьордур
4108;Исафьордур;Исафьордур
4127;Акранес;Акранес
6012;Киркьюбур;Киркьюбур
6013;Саксун;Саксун
6014;Хусар;Хусар
6120;Оденсе;Оденсе
6170;Роскилле;Роскилле
6585;Клерво;Клерво
6586;Вианден;Вианден
6587;Эш-сюр-Сюр;Эш-сюр-Сюр
6597;Эхтернах;Эхтернах
6598;Шенген;Шенген
6989;Мальбюн;Мальбюн
7222;Нант;Нант
7727;Энкам;Энкам
7728;Ла Массана;Ла Массана
8529;Эшторил;Эшторил
8533;Кашкайш;Кашкайш
8547;Брага;Брага
9000;Яндекс.wifi;Яндекс.wifi
9980;Яндекс.ДЦ.Ивантеевка;Яндекс.ДЦ.Ивантеевка
9981;Яндекс.ДЦ.DC3;Яндекс.ДЦ.DC3
9982;Яндекс.ДЦ.ЭТО;Яндекс.ДЦ.ЭТО
9983;Яндекс.ДЦ.Фиан;Яндекс.ДЦ.Фиан
9984;Яндекс.ДЦ.Угрешка;Яндекс.ДЦ.Угрешка
9990;Яндекс.КР;Яндекс.КР
9991;Яндекс.Самокатная;Яндекс.Самокатная
9992;Яндекс.Бенуа;Яндекс.Бенуа
9993;Яндекс.ЕКБ;Яндекс.ЕКБ
9994;Яндекс.Бёрлингейм;Яндекс.Бёрлингейм
9995;Яндекс.Киев;Яндекс.Киев
9996;Яндекс.Одесса;Яндекс.Одесса
9997;Яндекс.Симферополь;Яндекс.Симферополь
9999;Яндекс (Москва);Яндекс (Москва)
10000;Земля (Весь мир);Земля (Весь мир)
10001;Евразия;Евразия
10002;Северная Америка;Северная Америка
10003;Южная Америка;Южная Америка
10013;Ямайка;Ямайка
10015;Боливия;Боливия
10017;Куба;Куба
10020;Марокко;Марокко
10021;ЮАР;ЮАР
10022;Сейшельские острова;Сейшельские острова
10023;Ливия;Ливия
10024;Тунис;Тунис
10029;Кокосовые острова;Кокосовые острова
10030;Фиджи;Фиджи
10054;Албания;Албания
10057;Босния и Герцеговина;Босния и Герцеговина
10063;Ирландия;Ирландия
10064;Исландия;Исландия
10067;Лихтенштейн;Лихтенштейн
10068;Македония;Македония
10069;Мальта;Мальта
10070;Монако;Монако
10074;Португалия;Португалия
10077;Румыния;Румыния
10083;Хорватия;Хорватия
10088;Андорра;Андорра
10089;Гибралтар;Гибралтар
10090;Афганистан;Афганистан
10091;Бангладеш;Бангладеш
10093;Вьетнам;Вьетнам
10095;Индонезия;Индонезия
10097;Малайзия;Малайзия
10098;Мальдивы;Мальдивы
10099;Монголия;Монголия
10100;Мьянма;Мьянма
10101;Непал;Непал
10102;Пакистан;Пакистан
10104;Северная Корея;Северная Корея
10105;Сингапур;Сингапур
10108;Филиппины;Филиппины
10109;Шри-Ланка;Шри-Ланка
10114;Оттава;Оттава
10115;Торонто;Торонто
10119;Гонолулу;Гонолулу
10122;Майами;Майами
10127;Солт-Лейк-Сити;Солт-Лейк-Сити
10129;Филадельфия;Филадельфия
10130;Хьюстон;Хьюстон
10131;Чикаго;Чикаго
10132;Кингстон;Кингстон
10133;Буэнос-Айрес;Буэнос-Айрес
10134;Ла-Пас;Ла-Пас
10135;Санта-Крус-де-ла-Сьерра;Санта-Крус-де-ла-Сьерра
10136;Бразилиа;Бразилиа
10137;Гавана;Гавана
10138;Касабланка;Касабланка
10139;Рабат;Рабат
10140;Претория;Претория
10141;Виктория;Виктория
10142;Триполи;Триполи
10143;Тунис;Тунис
10144;Канберра;Канберра
10145;Сидней;Сидней
10146;Таунсвилл;Таунсвилл
10147;Веллингтон;Веллингтон
10148;Уэст-Айленд;Уэст-Айленд
10149;Нанди;Нанди
10150;Сува;Сува
10174;Санкт-Петербург и Ленинградская область;Санкт-Петербург и Ленинградская область
10176;Ненецкий автономный округ;Ненецкий автономный округ
10231;Республика Алтай;Республика Алтай
10233;Республика Тыва;Республика Тыва
10235;Таймырский район;Таймырский район
10239;Эвенкийский район;Эвенкийский район
10243;Еврейская автономная область;Еврейская автономная область
10251;Чукотский автономный округ;Чукотский автономный округ
10253;Баку;Баку
10254;Гянджа;Гянджа
10255;Сумгаит;Сумгаит
10256;Нахичевань;Нахичевань
10257;Армавир;Армавир
10258;Ванадзор;Ванадзор
10259;Гюмри;Гюмри
10260;Джермук;Джермук
10261;Дилижан;Дилижан
10262;Ереван;Ереван
10263;Севан;Севан
10265;Цахкадзор;Цахкадзор
10274;Гродно;Гродно
10275;Полоцк;Полоцк
10276;Орша;Орша
10277;Тбилиси;Тбилиси
10278;Батуми;Батуми
10279;Кутаиси;Кутаиси
10280;Гагра;Гагра
10281;Сухум;Сухум
10282;Пицунда;Пицунда
10283;Поти;Поти
10284;Гори;Гори
10285;Рустави;Рустави
10289;Аральск;Аральск
10291;Атырау;Атырау
10292;Байконур;Байконур
10293;Балхаш;Балхаш
10295;Костанай;Костанай
10298;Петропавловск;Петропавловск
10300;Рудный;Рудный
10301;Рузаевка;Рузаевке
10303;Талдыкорган;Талдыкорган
10305;Уральск;Уральске
10306;Усть-Каменогорск;Усть-Каменогорск
10308;Жезказган;Жезказган
10309;Бишкек;Бишкек
10310;Ош;Ош
10311;Балыкчи;Балыкчи
10312;Джалал-Абад;Джалал-Абад
10313;Кишинев;Кишинев
10314;Бельцы;Бельцы
10315;Бендеры;Бендеры
10316;Рыбница;Рыбница
10317;Тирасполь;Тирасполь
10318;Душанбе;Душанбе
10319;Курган-Тюбе;Курган-Тюбе
10320;Пенджикент;Пенджикент
10321;Нурек;Нурек
10322;Худжанд;Худжанд
10324;Ашхабад;Ашхабад
10325;Туркменабад;Туркменабад
10326;Туркменбаши;Туркменбаши
10327;Дашогуз;Дашогуз
10328;Алмалык;Алмалык
10329;Андижан;Андижан
10330;Бухара;Бухара
10331;Карши;Карши
10332;Коканд;Коканд
10333;Октябрьский;Октябрьском
10334;Самарканд;Самарканд
10335;Ташкент;Ташкент
10336;Фергана;Фергана
10337;Нукус;Нукус
10338;Термез;Термез
10339;Хива;Хива
10343;Житомир;Житомир
10345;Ивано-Франковск;Ивано-Франковск
10347;Кривой Рог;Кривой Рог
10355;Ровно;Ровно
10357;Тернополь;Тернополь
10358;Ужгород;Ужгород
10363;Черкассы;Черкассы
10365;Черновцы;Черновцы
10366;Мариуполь;Мариуполь
10367;Мелитополь;Мелитополь
10368;Чернобыль;Чернобыль
10369;Белая Церковь;Белая Церковь
10370;Баден;Баден
10371;Вена;Вена
10372;Зальцбург;Зальцбург
10373;Инсбрук;Инсбрук
10374;Тирана;Тирана
10375;Антверпен;Антверпен
10376;Брюссель;Брюссель
10377;Льеж;Льеж
10378;Албена;Албена
10379;София;София
10380;Бургас;Бургас
10381;Варна;Варна
10382;Габрово;Габрово
10383;Димитровград;Димитровграде
10384;Золотые Пески;Золотые Пески
10385;Пловдив;Пловдив
10386;Сопот;Сопот
10387;Сараево;Сараево
10388;Абердин;Абердин
10389;Глазго;Глазго
109558;Портсмут;Портсмут
109556;Ньюквей;Ньюквей
10393;Лондон;Лондон
109554;Милтон-Кинс;Милтон-Кинс
109553;Мидлсбро;Мидлсбро
10397;Эдинбург;Эдинбург
10398;Будапешт;Будапешт
10399;Папа;Папа
10400;Баден-Баден;Баден-Баден
10402;Бонн;Бонн
10403;Бремен;Бремен
10405;Ганновер;Ганновер
10407;Дрезден;Дрезден
10408;Дюссельдорф;Дюссельдорф
10410;Лейпциг;Лейпциг
10412;Нюрнберг;Нюрнберг
10417;Потсдам;Потсдам
10418;Афины;Афины
10419;Ираклион;Ираклион
10420;Кастория;Кастория
10421;Ларнака;Ларнака
10422;Лемнос;Лемнос
10423;Родос;Родос
10424;Салоники;Салоники
10425;Копенгаген;Копенгаген
10426;Дублин;Дублин
10427;Белфаст;Белфаст
10428;Рейкьявик;Рейкьявик
10429;Барселона;Барселона
10430;Валенсия;Валенсия
10431;Гвадалахара;Гвадалахара
10432;Ивиса;Ивиса
10433;Картахена;Картахена
10434;Коста-Брава;Коста-Брава
10435;Мадрид;Мадрид
10436;Майорка;Майорка
10437;Малага;Малага
10438;Марбелья;Марбелья
10439;Менорка;Менорка
10440;Севилья;Севилья
10441;Тенерифе;Тенерифе
10442;Эстепона;Эстепона
10443;Санта-Крус-де-Тенерифе;Санта-Крус-де-Тенерифе
10444;Болонья;Болонья
10445;Рим;Рим
10446;Неаполь;Неаполь
10447;Генуя;Генуя
10448;Милан;Милан
10449;Турин;Турин
10450;Бриндизи;Бриндизи
10451;Венеция;Венеция
10452;Верона;Верона
10453;Кальяри;Кальяри
10454;Капри;Капри
10455;Ливиньо;Ливиньо
10456;Палермо;Палермо
10457;Палермо, аэропорт Пунта-Раизи;Палермо, аэропорт Пунта-Раизи
10458;Пиза;Пиза
10459;Римини;Римини
10460;Сан-Ремо;Сан-Ремо
10461;Флоренция;Флоренция
10462;Вадуц;Вадуц
10463;Скопье;Скопье
10464;Валлетта;Валлетта
10465;Монако;Монако
10466;Амстердам;Амстердам
10467;Осло;Осло
10468;Ню-Олесунн;Ню-Олесунн
10469;Остров Надежды;Остров Надежды
10470;Ян-Майен;Ян-Майен
10471;Белосток;Белосток
10472;Варшава;Варшава
10473;Катовице;Катовице
10474;Краков;Краков
10475;Лодзь;Лодзь
10476;Плоцк;Плоцк
10477;Познань;Познань
10478;Лиссабон;Лиссабон
10479;Порту;Порту
10480;Санта Мария;Санта Мария
10481;Орта;Орта
10487;Бухарест;Бухарест
10488;Галац;Галац
10489;Братислава;Братислава
10490;Кошице;Кошице
10491;Хопок;Хопок
10492;Любляна;Любляна
10493;Хельсинки;Хельсинки
10494;Турку;Турку
10495;Аяччо;Аяччо
10496;Бордо;Бордо
10497;Брест;Брест
10498;Дижон;Дижон
10499;Лион;Лион
10500;Ницца;Ницца
10501;Марсель;Марсель
10502;Париж;Париж
10503;Сен-Тропе;Сен-Тропе
10504;Тулуза;Тулуза
10505;Шамони;Шамони
10506;Дубровник;Дубровник
10507;Загреб;Загреб
10508;Сплит;Сплит
10509;Брно;Брно
10510;Карловы Вары;Карловы Вары
10511;Прага;Прага
10512;Баден;Баден
10513;Берн;Берн
10514;Женева;Женева
10515;Цюрих;Цюрих
10516;Давос;Давос
10517;Санкт-Мориц;Санкт-Мориц
10518;Гётеборг;Гётеборг
10519;Стокгольм;Стокгольм
10520;Лозанна;Лозанна
10521;Мальмё;Мальмё
10522;Белград;Белград
10523;Печ;Печ
10524;Андорра-ла-Велья;Андорра-ла-Велья
10525;Гибралтар;Гибралтар
10526;Кабул;Кабул
10527;Джессор;Джессор
10528;Рангпур;Рангпур
10529;Силхет;Силхет
10530;Дакка;Дакка
10531;Читтагонг;Читтагонг
10532;Бахрейн;Бахрейн
10535;Иордания;Иордания
10536;Иран;Иран
10537;Кувейт;Кувейт
10538;Ливан;Ливан
10540;Саудовская Аравия;Саудовская Аравия
10542;Сирия;Сирия
10543;Дананг;Дананг
10544;Донгхой;Донгхой
10546;Лангшон;Лангшон
10547;Нячанг;Нячанг
10550;Тханьхоа;Тханьхоа
10551;Тхотю;Тхотю
10552;Ханой;Ханой
10553;Хошимин;Хошимин
10554;Аллахабад;Аллахабад
10555;Ахмадабад;Ахмадабад
10556;Баласор;Баласор
10557;Биканер;Биканер
10558;Мумбаи;Мумбаи
10559;Гайя;Гайя
10560;Горакхпур;Горакхпур
10561;Гуна;Гуна
10562;Дели;Дели
10563;Дехрадун;Дехрадун
10564;Джайсалмер;Джайсалмер
10565;Кота;Кота
10566;Лакхнау;Лакхнау
10568;Порт-Блэр;Порт-Блэр
10569;Раджкот;Раджкот
10570;Ранчи;Ранчи
10571;Сурат;Сурат
10572;Провинция Бали;Провинция Бали
10573;Бау-Бау;Бау-Бау
10574;Джакарта;Джакарта
10575;Кетапанг;Кетапанг
10576;Мерауке;Мерауке
10577;Медан;Медан
10578;Паданг;Паданг
10579;Сабанг;Сабанг
10580;Сангкапура;Сангкапура
10581;Семаранг;Семаранг
10582;Таракан;Таракан
10583;Толитоли;Толитоли
10584;Гонконг;Гонконг
10585;Дуншэн;Дуншэн
10586;Эньши;Эньши
10587;Эрэн-Хото;Эрэн-Хото
10588;Лхаса;Лхаса
10589;Макао (Аомынь);Макао (Аомынь)
10590;Пекин;Пекин
10591;Сиань;Сиань
10592;Тайбэй;Тайбэй
10593;Тайнань;Тайнань
10594;Урумчи;Урумчи
10595;Фэннин;Фэннин
10596;Харбин;Харбин
10598;Чанчжоу;Чанчжоу
10599;Шанхай;Шанхай
10600;Юнань;Юнань
10601;Яньци;Яньци
10602;Малакка;Малакка
10603;Субанг;Субанг
10604;Куала-Лумпур;Куала-Лумпур
10605;Мале;Мале
10606;Улан-Батор;Улан-Батор
10607;Улгий;Улгий
10608;Ховд;Ховд
10609;Чойбалсан;Чойбалсан
10610;Патейн;Патейн
10611;Сандовай;Сандовай
10612;Янгон;Янгон
10613;Катманду;Катманду
10614;Исламабад;Исламабад
10615;Карачи;Карачи
10616;Лахор;Лахор
10617;Пхеньян;Пхеньян
10619;Сингапур;Сингапур
10620;Бангкок;Бангкок
10621;Прачуапкхирикхан;Прачуапкхирикхан
10622;Пхукет;Пхукет
10623;Сурин;Сурин
10624;Ко-Мапрао;Ко-Мапрао
10625;Виган;Виган
10626;Давао;Давао
10627;Инфанта;Инфанта
10628;Корон;Корон
10629;Манила;Манила
10630;Пуэрто-Принсеса;Пуэрто-Принсеса
10631;Сан-Хосе;Сан-Хосе
10632;Галле;Галле
10633;Коломбо;Коломбо
10634;Пусан;Пусан
10635;Сеул;Сеул
10636;Токио;Токио
10637;Нагасаки;Нагасаки
10638;Вакканай;Вакканай
10639;Кусиро;Кусиро
10640;Наха;Наха
10641;Осака;Осака
10642;Саппоро;Саппоро
10643;Уракава;Уракава
10644;Фукуока;Фукуока
10645;Белгородская область;Белгородская область
10646;Губкин;Губкин
10647;Новый Оскол;Новом Осколе
10648;Прохоровка;Прохоровка
10649;Старый Оскол;Старом Осколе
10650;Брянская область;Брянская область
10651;Дятьково;Дятьково
10652;Жуковка;Жуковка
10653;Клинцы;Клинцах
10654;Новозыбков;Новозыбкове
10655;Карачев;Карачеве
10656;Александров;Александров
10657;Балакирево;Балакирево
10658;Владимирская область;Владимирская область
10659;Вязники;Вязники
10660;Гороховец;Гороховец
10661;Гусь-Хрустальный;Гусь-Хрустальный
10662;Камешково;Камешкове
10663;Киржач;Киржаче
10664;Ковров;Коврове
10665;Кольчугино;Кольчугине
10666;Красная Горбатка;Красной Горбатке
10667;Меленки;Меленках
10668;Муром;Муроме
10669;Петушки;Петушках
10670;Собинка;Собинке
10671;Суздаль;Суздале
10672;Воронежская область;Воронежская область
10673;Бобров;Бобров
10674;Богучар;Богучар
10675;Борисоглебск;Борисоглебск
10676;Бутурлиновка;Бутурлиновка
10677;Калач;Калаче
10678;Лиски;Лисках
10679;Острогожск;Острогожске
10680;Павловск;Павловске
10681;Россошь;Россоши
10682;Семилуки;Семилуках
10683;Эртиль;Эртиле
10684;Таловая;Таловой
10685;Кантемировка;Кантемировке
10686;Анна;Анна
10687;Ивановская область;Ивановская область
10688;Вичуга;Вичуга
10689;Кинешма;Кинешме
10690;Кохма;Кохме
10691;Шуя;Шуе
10692;Юрьевец;Юрьевце
10693;Калужская область;Калужская область
10695;Козельск;Козельске
10696;Кондрово;Кондрове
10697;Малоярославец;Малоярославце
10698;Боровск;Боровск
10699;Костромская область;Костромская область
10700;Буй;Буй
10701;Волгореченск;Волгореченск
10702;Нерехта;Нерехте
10703;Галич;Галич
10704;Шарья;Шарье
10705;Курская область;Курская область
10706;Дмитриев;Дмитриев
10707;Рыльск;Рыльске
10708;Суджа;Судже
10709;Обоянь;Обояни
10710;Железногорск;Железногорск
10711;Фатеж;Фатеже
10712;Липецкая область;Липецкая область
10713;Елец;Елец
10714;Чаплыгин;Чаплыгине
10715;Апрелевка;Апрелевка
10716;Балашиха;Балашиха
10717;Бронницы;Бронницы
10718;Быково;Быково
10719;Видное;Видное
10720;Внуково;Внуково
10721;Волоколамск;Волоколамск
10722;Воскресенск;Воскресенск
10723;Дмитров;Дмитров
10725;Домодедово;Домодедово
10727;Егорьевск;Егорьевск
10728;Зарайск;Зарайск
10729;Звенигород;Звенигород
10731;Истра;Истре
10732;Кашира;Кашире
10733;Клин;Клине
10734;Коломна;Коломне
10735;Красногорск;Красногорске
10736;Лотошино;Лотошине
10737;Луховицы;Луховицах
10738;Люберцы;Люберцах
10739;Можайск;Можайске
10740;Мытищи;Мытищах
10741;Наро-Фоминск;Наро-Фоминске
10742;Ногинск;Ногинске
10743;Одинцово;Одинцове
10744;Озёры;Озёры
10745;Орехово-Зуево;Орехово-Зуево
10746;Павловский Посад;Павловском Посаде
10747;Подольск;Подольске
10748;Пушкино;Пушкине
10750;Раменское;Раменском
10751;Руза;Рузе
10752;Сергиев Посад;Сергиевом Посаде
10753;Серебряные Пруды;Серебряные Пруды
10754;Серпухов;Серпухове
10755;Солнечногорск;Солнечногорске
10756;Ступино;Ступине
10757;Талдом;Талдоме
10758;Химки;Химках
10760;Черусти;Черусти
10761;Чехов;Чехове
10762;Шатура;Шатуре
10763;Шаховская;Шаховской
10764;Шереметьево (аэропорт);Шереметьево (аэропорт)
10765;Щелково;Щелкове
10768;Болхов;Болхов
10769;Ливны;Ливнах
10770;Мценск;Мценске
10771;Новосиль;Новосиле
10772;Орловская область;Орловская область
10773;Касимов;Касимове
10774;Рыбное;Рыбном
10775;Ряжск;Ряжске
10776;Рязанская область;Рязанская область
10777;Сасово;Сасове
10778;Скопин;Скопине
10779;Спас-Клепики;Спасе-Клепики
10780;Шацк;Шацке
10781;Велиж;Велиж
10782;Вязьма;Вязьма
10783;Гагарин;Гагарин
10784;Демидов;Демидов
10785;Десногорск;Десногорск
10786;Дорогобуж;Дорогобуж
10787;Духовщина;Духовщина
10788;Ельня;Ельня
10789;Красный;Красном
10790;Монастырщина;Монастырщине
10791;Починок;Починке
10792;Рославль;Рославле
10793;Рудня;Рудне
10794;Сафоново;Сафонове
10795;Смоленская область;Смоленская область
10796;Сычевка;Сычевке
10797;Угра;Угре
10798;Хиславичи;Хиславичах
10799;Холм-Жирковский;Холме-Жирковском
10800;Шумячи;Шумячах
10801;Ярцево;Ярцеве
10802;Тамбовская область;Тамбовская область
10803;Мичуринск;Мичуринске
10804;Бежецк;Бежецк
10805;Бологое;Бологое
10806;Весьегонск;Весьегонск
10807;Вышний Волочёк;Вышний Волочёк
10808;Западная Двина;Западная Двина
10809;Калязин;Калязине
10810;Кашин;Кашине
10811;Кимры;Кимрах
10812;Конаково;Конакове
10813;Красный Холм;Красном Холме
10814;Лихославль;Лихославле
10815;Максатиха;Максатихе
10816;Нелидово;Нелидове
10817;Оленино;Оленине
10818;Осташков;Осташкове
10819;Тверская область;Тверская область
10820;Ржев;Ржеве
10821;Старица;Старице
10822;Торжок;Торжке
10823;Торопец;Торопце
10824;Удомля;Удомле
10825;Алексин;Алексин
10826;Венёв;Венёв
10827;Донской;Донской
10828;Ефремов;Ефремов
10829;Кимовск;Кимовске
10830;Новомосковск;Новомосковске
10831;Суворов;Суворове
10832;Тульская область;Тульская область
10833;Узловая;Узловой
10834;Щекино;Щекине
10835;Данилов;Данилов
10836;Мышкин;Мышкин
10837;Переславль-Залесский;Переславле-Залесском
10838;Ростов;Ростове
10839;Рыбинск;Рыбинске
10840;Углич;Угличе
10841;Ярославская область;Ярославская область
10842;Архангельская область;Архангельская область
10843;Вельск;Вельск
10844;Каргополь;Каргополе
10845;Коряжма;Коряжме
10846;Котлас;Котласе
10847;Онега;Онеге
10848;Пинега;Пинеге
10849;Северодвинск;Северодвинске
10850;Холмогоры;Холмогорах
10851;Шенкурск;Шенкурске
10853;Вологодская область;Вологодская область
10854;Великий Устюг;Великий Устюг
10855;Тотьма;Тотьме
10856;Устюжна;Устюжне
10857;Калининградская область;Калининградская область
10858;Балтийск;Балтийск
10859;Светлогорск;Светлогорске
10860;Советск;Советске
10861;Бокситогорск;Бокситогорск
